company,date,description,location,title
Birlasoft,2022-04-07,"We are Hiring for JAVA Microservices Developer professionals. Interested candidates please share your CV along with the below details with geetanjali.satpathy@birlasoft.com.Total Experience :Relevant Experience in JAVA :Available on 9th April (Saturday) for virtual interview  ( Y/N) :Current CTC :Expected CTC :Notice Period / Last Working Day :Highest EducationCurrent Location :Job Role: Sr. Developers / Tech LeadsLocation: Pune, Mumbai, Noida, Gurgaon, Hyderabad, Bangalore, Chennai, CoimbatoreExperience: 3 Years to 8 YearsNotice Period: Immediate to 15 Days MaxJob Description:Candidate should have strong fundamentals in Core Java, JDBC and J2EE.Hands on experience in Java Microservices, Java, Spring, Spring Boot, ORM Tools and Cloud technologies.Technical Skills:3-8 years of development experience with Java Web/Enterprise projectsCandidate should have strong hands-on experience in Core Java (version 8 or higher), Spring, Spring Boot, JPA, HibernateMinimum 1+ years of experience in development of Java Microservices using Spring CloudGood knowledge of Java Microservices architectureGood communication & presentation skills","Chennai, Pune, Bengaluru, Coimbatore, Hyderabad, Gurgaon, Noida, Mumbai (All Areas)",Hiring For JAVA - Microservices / Tech Lead || Birlasoft
Birlasoft,2022-04-07,"Project Management Professional (PMP) or in the process of gaining certification within the next six months Candidate must have experience in handling dot net,Azure or IT Modernization ProjectsTechnical understanding and hands on experience on Microsoft technologies (.NET,SQL,understanding of cloud concepts,understanding of CI / CD,DevOps etc.)","Chennai, Pune, Mumbai, Bengaluru, Hyderabad, Noida",Technical PM
Xoriant,2022-04-07,"BE/ MCA / B Tech (Computer science,IT)Minimum 1-3 yrs of proven project experience in Core Java 5 and aboveClearly articulating/ documenting technical/ functional specifications is a key requirementFlawless blend of volume & niche to enrich your entire experience & add starts to your careerExperience with Agile methodology","Chennai, Pune, Delhi NCR, Ahmedabad, Bengaluru, Kochi, Hyderabad, Kolkata, Mumbai (All Areas)",Core Java Developer
Virtusa,2022-04-07," Dear Candidates,Greetings from Virtusa. We are looking for Pega developer with CSSA /LSA certification at any location across IndiaPFB Job Description:Job Description: Minimum of 3 years of experience in PegaCSSA/LSA certification is mandatoryShould have prior experience performing a  CSSA/LSA roleHaving healthcare domain experience will be an added advantageExcellent knowledge of PRPC features both on BPM and BRE sides are requiredShould have good knowledge on all rule types, UI and correspondence featuresShould understand the rules management and associated tools such as export & import tools, skimming and bulk processing toolsGood at PPRC configurations such as PDM, email server, Scan station and other configurationsShould be able to understand the scalability and reuse aspects of the application in development.Strong communication and presentation skillsFamiliarity with Agile Engineering PracticesExperience 3 to 15 yearsWork location : Anywhere India (Chennai , Blr , Hyd , Pune   ,Mum, Gurgaon)Could you please share me the below details:Full Name:Experience:Relevant Experience: Pega with CSSA /LSA certification Contact No.:Current Location:Preferred Location:Reason for change:Notice period: 60 days MaxCurrent salary:Expected salary:Any offer in hand /pipeline:  Note: Please share resume to mohamedabubakkars@virtusa.comThanks & Regards,Mohamed Abubakkar Siddiq","Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad",Pega developer with CSSA/LSA @Any Location
Riya Travel and Tours Pvt. Ltd,2022-04-07,"Dear Candidate,Riya – The Travel Expert has vacancies for candidates who want to become a “Visa Expert” by managing B2B / Corporate Clients. Candidates with 1 – 7 years of experience in Visa & Visa Documentation processing can apply for the same. Listed below is the detailed Designation & Job Description for your reference:Designation - Jr. Officer / Officer / Sr. Officer – VisaJob DescriptionExpected to understand the visa requirement of the client / customer and guide them with proper information.Guide and assist them in the documentation process to obtain necessary visas (Tourist, Business, Work, etc.)Handling client queries over the phone & emails and daily follow up with the clients. Also helping in filling the visas and passport forms.Document verification and collection of applications for visa processing.Coordination with Embassies/Consulates/ Visa Processing Centers.Provide necessary updates and coordinate with clients / customers for any missing requirements.Record & maintain all application data. Ensure accurate & timely data entry into the system with zero errors.Maintain compliance to the standard operating procedures, manuals etc. without deviation in process.Encourage applicants to provide feedback on services provided and their overall experience at the application centers.Ensure that the entire process is completed within the mandated turnaround time.Might be based in back office and / or implantQualifications and Education RequirementsCandidate with relevant experience with minimum qualification of HSC / 12th Standard.Preferred SkillsExperience between 1 - 7 yearsGood Communication SkillsNecessary Visa Processing knowledge of major countriesInterested candidates can send in their updated resume with expected salary to phanindra.v@riya.travel.Do visit our company website to know more about our organization : https://www.riya.travel/ ","Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad",Opening For Visa : Jr. Officer / Officer / Sr. Officer
Collabera India,2022-04-07,"Full TimePermanent work from Home Knowledge on HTML,Javascript & CSS preferredWell versed with GITHUB & Agile methodologiesGood communication skills4 Years Experience in Spring boot","Chennai, Pune, Delhi NCR, Ahmedabad, Bengaluru, Hyderabad, Kolkata, Mumbai (All Areas)",Java Developer with Permanent Work from Home
Teamlease Servcies limited,2022-04-09,Looking for Immediate joiner only,"Pune, Delhi NCR, Bengaluru, Hyderabad, Mumbai (All Areas)",Hiring For  For SAP Hana For MNC For CTH roles
LivSpace,2022-04-07,"Min 1 Years in B2C Sales (Project execution,interior architect experience preferred) 3+ years of work-experience as Business Development and Growth","Chennai, Pune, Ahmedabad, Bengaluru, Hyderabad, Gurgaon, Noida, Kolkata, Mumbai (All Areas)",Territory Assistant Manager - Sales
Birlasoft,2022-04-07," Job DescriptionJOB TITLE:Scrum Master RESPONSIBILITIESFacilitate daily scrum, sprint planning, sprint review / demo and retrospective meetingsExpert in estimation and planning. Should know how to create useful, reliable and practical plans for development projectsGuide and coach in Agile practicesShould have the ability to track and remove impedimentsCoordination between multi Project team membersWork with business analysists hand in hand for all program related work areaOutage and Detailed Migration Planning, communicating to Projects Owners/Stakeholders and accommodating any schedule changes as per owners/stakeholders needsPlanning different communications and action items between different teams while performing migrationsMonitoring and Ensuring on-Time Quality DeliveryClient Negotiation and Client Handling etc.Client and Stakeholder Interaction and facilitating Daily Stand up callsCreating and managing Scrum/Iteration BoardScope points calculation and negotiationEnsuring full productivity of the teamProject Planning and tracking  REQUIREMENT(Experience, Qualification, Knowledge & Skills)Certified Scrum Master with 8- 12 years of experienceGood knowledge and handling of project management methodology and techniquesGood understanding of the wider objectives of the programAbility to work positively with the wide range of individuals involved in program managementStrong leadership and management skillsPossess ability to find innovative ways to resolve problemsHands on experience on Project Management Tools Background in managing .NET development projectsMust have worked on Azure DEvops for Agile projects     : ","Chennai, Pune, Mumbai, Bengaluru, Hyderabad, Noida",Birlasoft is hiring For Scrum Master
Accenture,2022-03-31,"The Customer, Sales & Service Practice | Salesforce Einstein Analytics Practice: Customer Sales & Service Sales force (Sales/Service) I Areas of Work: Salesforce Business Analyst/ Functional Consultant - SFDC | Level: Analysts/ Consultant | The Customer Sales & Service Consulting practice is aligned to the Capability Network Practice of Accenture and works with clients across their marketing, sales and services functions. As part of the team, you will work on transformation services driven by key offerings like Living Marketing, Connected Commerce and Next-Generation Customer Care. These services help our clients become living businesses by optimizing their marketing, sales and customer service strategy, thereby driving cost reduction, revenue enhancement, customer satisfaction and impacting front end business metrics in a positive manner.You will work closely with our clients as consulting professionals who design, build and implement initiatives that can help enhance business performance. As part of these, you will drive the following • Serve as CRM solution consultant and if required, perform hands-on delivery of customer interaction solution (Service Cloud, Einstein Analytics, Sales Cloud etc) • Deploy understanding of detailed SFDC configuration: Use customization and SFDC architecture & landscape • Use prior experience with Salesforce lightning configuration: Apply thorough knowledge & hands-on experience of Salesforce Service cloud features i.e. Lightning Console, Live Agent, Mobile, Communities, Knowledge Management, Routing, CTI etc.• Work with the client and implementation team: for conduct design sessions, require gathering and grooming, give regular working demo’s to all stakeholders, solution design and implementation activities• Be a member and/or lead the project delivery workstream across phases• Extensive Salesforce Implementation and Enhancements: Across life cycle with multiple geographies and work as a CRM solution consultant • Provide best practices direction and implement approach based on Salesforce standards• Develop innovative, fact-based and achievable strategies and operating models after evaluation of multiple strategic options.• Develop knowledge of prevailing trends, financials and operating drivers across multiple industry segments.• Einstein knowledge good to have• Participate in pre-sales activities including response to RFPs, creating proofs of concept, creating effective presentations, demonstrating solutions during client orals, effort and cost estimation process, etc.• Participate in practice-specific initiatives including creating points of view, creating reusable assets on contact center space, performing analysis on industry research and market trends and bringing in innovative solutions, etc.QualificationsYour experience counts!MBA from a tier 1 institute2-6 years of experience in contact center data analytics including overall understanding of Customer Care / Contact Center setup and deep understanding of its overall functioning.Deep experience in managing omni channel data along with contact center data, including extracting reports from multiple sources and merging complex data. Proficiency in SQL, basic understanding of R/ Python, MS office and knowledge of visualization tools like Sprinklr, Tableau & Power BI is preferredMust have strong business & data analytics skills and excellent communication and presentation skillsWhat s in it for you?An opportunity to work on transformative projects with key G2000 clients Potential to Co-create with leaders in strategy, industry experts, enterprise function practitioners and, business intelligence professionals to shape and recommend innovative solutions that leverage emerging technologies.Ability to embed responsible business into everything from how you service your clients to how you operate as a responsible professional. Personalized training modules to develop your strategy & consulting acumen to grow your skills, industry knowledge and capabilities Opportunity to thrive in a culture that is committed to accelerate equality for all. Engage in boundaryless collaboration across the entire organization.Bring your best skills forward to excel at the role:Leverage expertise in designing key tools: Apply the 2-6 years of expertise in Salesforce Lightning Service Console, Case Management, Telephony Integration, Omni-Channel Routing, Service Analytics, Sales and Service Process and AutomationEnable Salesforce solution: Apply this to facilitate solution build on SFDC ecosystem (Sales Cloud, Service Cloud, FSL, CPQ, etc.)Apply key business Analysis skills: Focus on process analysis and designing/redesigning Sales and Service processes with the purpose of resolving process bottlenecks and pain areasHands-on with Salesforce Service Cloud/Sales Cloud, Salesforce CPQ, Salesforce Field Service lightning - Einstein knowledge Good to HaveExperience of working with business stakeholders across multiple geographic areas, with different priorities and requirementsAbility to work in high-paced and complex projects and understand industry-specific customer service processes, operations and functional needsThorough skills to manage stakeholder expectations and be engaging in resolving issues and risks for the success of the projectThorough understanding of Salesforce Framework and integration with internal and external components. Technical implementation experience - not mandatory. Maximize deep skills to manage stakeholder expectations: Engage in resolving issues and risks for the success of the project and Salesforce Framework and integration Deep dive with Salesforce certification: Certification in one or more these focused solution areas- Service Cloud, Sales Cloud, Marketing cloud, Field Service lightning, Einstein Analytics etc.","Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Gurgaon, Hyderabad",CN - CS&S - ACE - SFDC Einstein Analytics - 09
